GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
157285	1.00e-11	5.43e-14	0.2477	7.5210579	1.86271485	33.91	PRAG1	PEAK1 related, kinase-activating pseudokinase 1
64221	1.27e-11	6.98e-14	0.1081	-7.488327	-0.80937983	201.06	ROBO3	roundabout guidance receptor 3
7416	1.29e-11	7.13e-14	0.0464	7.4854668	0.34754111	5075.16	VDAC1	voltage dependent anion channel 1
107987059	1.45e-11	8.13e-14	0.1886	-7.4682381	-1.40871276	56.83	LOC107987059	uncharacterized LOC107987059
25780	1.94e-11	1.10e-13	0.0715	-7.4288752	-0.5315021	4046.24	RASGRP3	RAS guanyl releasing protein 3
7297	2.29e-11	1.31e-13	0.027	7.4052161	0.19995826	10782.92	TYK2	tyrosine kinase 2
3858	3.13e-11	1.80e-13	0.1308	-7.362553	-0.96269812	620.72	KRT10	keratin 10
5290	3.19e-11	1.86e-13	0.0421	-7.358213	-0.30977905	3775.18	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
55713	3.19e-11	1.88e-13	0.0604	-7.3573415	-0.44431038	509.85	ZNF334	zinc finger protein 334
10140	3.23e-11	1.92e-13	0.1539	7.35442	1.13189692	195.65	TOB1	transducer of ERBB2, 1
29894	3.69e-11	2.22e-13	0.0503	7.3350143	0.36889418	16120.26	CPSF1	cleavage and polyadenylation specific factor 1
102724428	3.94e-11	2.39e-13	0.1116	7.324921	0.81730128	1049.68	LOC102724428	salt inducible kinase 1B (putative)
80154	6.53e-11	4.00e-13	0.2114	7.2556649	1.5338089	588.92	GOLGA2P10	GOLGA2 pseudogene 10
10788	6.78e-11	4.23e-13	0.0916	7.2480299	0.66391181	9469.03	IQGAP2	IQ motif containing GTPase activating protein 2
102724159	6.78e-11	4.20e-13	0.0376	7.2490373	0.27288399	3212.51	LOC102724159	periodic tryptophan protein 2 homolog
10146	6.88e-11	4.33e-13	0.0379	7.2446946	0.27430858	6392.79	G3BP1	G3BP stress granule assembly factor 1
94030	7.87e-11	5.01e-13	0.1608	7.225158	1.16195323	59.91	LRRC4B	leucine rich repeat containing 4B
2760	8.13e-11	5.22e-13	0.0546	7.2195401	0.39423104	626	GM2A	ganglioside GM2 activator
115361	9.59e-11	6.21e-13	0.12	7.1957491	0.86316417	8211.29	GBP4	guanylate binding protein 4
388152	1.25e-10	8.14e-13	0.2698	7.1588391	1.93117682	166.6	GOLGA2P7	GOLGA2 pseudogene 7
101752399	1.59e-10	1.05e-12	0.0533	7.1235983	0.37996926	1494.68	STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB readthrough
23246	1.83e-10	1.22e-12	0.0546	7.1035712	0.38757927	10989.97	BOP1	BOP1 ribosomal biogenesis factor
84258	1.84e-10	1.24e-12	0.1892	7.1011873	1.34354113	91.74	SYT3	synaptotagmin 3
2209	1.93e-10	1.32e-12	0.1838	7.092291	1.3035627	94.32	FCGR1A	Fc gamma receptor Ia
22827	1.93e-10	1.31e-12	0.036	7.0932318	0.2552014	10500.72	PUF60	poly(U) binding splicing factor 60
116228	2.12e-10	1.46e-12	0.0394	-7.0781226	-0.27902859	2328.14	COX20	cytochrome c oxidase assembly factor COX20
440300	2.28e-10	1.58e-12	0.2702	7.0671016	1.90920481	78.74	LOC440300	chondroitin sulfate proteoglycan 4 pseudogene
107984906	2.71e-10	1.90e-12	0.3617	7.0419227	2.54735865	19.53	LOC107984906	uncharacterized LOC107984906
100130417	3.32e-10	2.34e-12	0.2738	7.0124494	1.92033421	41.66	LINC02593	long intergenic non-protein coding RNA 2593
7553	3.67e-10	2.61e-12	0.0418	6.9971212	0.29280537	1488.86	ZNF7	zinc finger protein 7
79612	4.32e-10	3.10e-12	0.049	6.9730321	0.34138548	775.36	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit
404734	7.34e-10	5.31e-12	0.0573	6.896932	0.39536317	2443.92	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough
23181	7.83e-10	5.72e-12	0.029	6.8865369	0.19961879	5091.1	DIP2A	disco interacting protein 2 homolog A
101929479	8.02e-10	5.90e-12	0.2837	6.881976	1.95210295	114.75	LOC101929479	golgin A2 pseudogene
114044	8.93e-10	6.62e-12	0.0563	6.8656001	0.38660861	1248.32	MCM3AP-AS1	MCM3AP antisense RNA 1
440295	9.18e-10	6.86e-12	0.1674	6.8605133	1.1481663	146.69	GOLGA6L9	golgin A6 family like 9
5141	9.85e-10	7.42e-12	0.1102	6.8492975	0.75458108	883.99	PDE4A	phosphodiesterase 4A
5822	9.95e-10	7.56e-12	0.0399	6.8467044	0.27284818	1925.03	PWP2	PWP2 small subunit processome component
9764	9.99e-10	7.64e-12	0.1261	6.8450491	0.86295817	194.98	KIAA0513	KIAA0513
55024	1.00e-09	7.73e-12	0.0558	-6.8433992	-0.38164277	1363.74	BANK1	B cell scaffold protein with ankyrin repeats 1
942	1.05e-09	8.14e-12	0.1687	-6.8360416	-1.15304898	346.26	CD86	CD86 molecule
3308	1.38e-09	1.08e-11	0.0425	6.7958274	0.28906988	4872.09	HSPA4	heat shock protein family A (Hsp70) member 4
51112	1.52e-09	1.20e-11	0.0341	-6.7805279	-0.23117602	3684.25	TRAPPC12	trafficking protein particle complex subunit 12
340371	1.74e-09	1.38e-11	0.0429	6.7598251	0.29002665	2130.57	NRBP2	nuclear receptor binding protein 2
5917	1.77e-09	1.42e-11	0.0573	6.7558797	0.38738748	1537.63	RARS1	arginyl-tRNA synthetase 1
83463	1.98e-09	1.60e-11	0.0345	6.7386633	0.23263147	1646.67	MXD3	MAX dimerization protein 3
2734	2.01e-09	1.63e-11	0.0368	-6.7355425	-0.24762027	6582.35	GLG1	golgi glycoprotein 1
126328	2.14e-09	1.75e-11	0.0346	6.7254097	0.23265042	2724.44	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11
8888	2.67e-09	2.20e-11	0.0469	6.6922698	0.31367225	10861.15	MCM3AP	minichromosome maintenance complex component 3 associated protein
214	3.06e-09	2.54e-11	0.1473	-6.6712522	-0.98254583	709.93	ALCAM	activated leukocyte cell adhesion molecule
4128	3.16e-09	2.64e-11	0.2944	-6.6652563	-1.96229997	22.22	MAOA	monoamine oxidase A
57708	3.41e-09	2.87e-11	0.0456	-6.6532039	-0.3035321	6197.1	MIER1	MIER1 transcriptional regulator
147184	3.77e-09	3.20e-11	0.2523	-6.6372045	-1.67427661	139.86	KRT10-AS1	KRT10 antisense RNA 1
8495	4.02e-09	3.43e-11	0.2543	6.6266358	1.68547242	62.17	PPFIBP2	PPFIA binding protein 2
4734	4.32e-09	3.73e-11	0.0555	-6.6145942	-0.36690497	2580.4	NEDD4	NEDD4 E3 ubiquitin protein ligase
10382	4.32e-09	3.74e-11	0.12	6.6141795	0.79377114	1361.6	TUBB4A	tubulin beta 4A class IVa
55351	4.90e-09	4.27e-11	0.1681	-6.5943252	-1.10838766	61.64	STK32B	serine/threonine kinase 32B
5799	5.05e-09	4.43e-11	0.1508	6.5890621	0.99381312	99.22	PTPRN2	protein tyrosine phosphatase receptor type N2
29767	5.33e-09	4.70e-11	0.2264	6.5799978	1.4900335	67.8	TMOD2	tropomodulin 2
8899	5.36e-09	4.77e-11	0.0378	6.5780307	0.2486565	6984.19	PRPF4B	pre-mRNA processing factor 4B
54882	5.82e-09	5.21e-11	0.0595	6.5649326	0.39058805	2508.49	ANKHD1	ankyrin repeat and KH domain containing 1
5236	6.26e-09	5.64e-11	0.0513	-6.5530601	-0.33647585	3750.45	PGM1	phosphoglucomutase 1
23438	6.61e-09	5.99e-11	0.0568	6.5439966	0.37167257	848.4	HARS2	histidyl-tRNA synthetase 2, mitochondrial
3363	8.29e-09	7.56e-11	0.2181	-6.5090086	-1.41936692	132.71	HTR7	5-hydroxytryptamine receptor 7
6938	1.02e-08	9.43e-11	0.0592	-6.4757449	-0.38311295	7403.38	TCF12	transcription factor 12
124359	1.02e-08	9.43e-11	0.0638	-6.4757518	-0.41291847	478.66	CDYL2	chromodomain Y like 2
6891	1.03e-08	9.60e-11	0.0444	6.4731076	0.28722696	3320.3	TAP2	transporter 2, ATP binding cassette subfamily B member
1476	1.24e-08	1.16e-10	0.054	6.4445692	0.34796734	2284.71	CSTB	cystatin B
23596	1.30e-08	1.23e-10	0.0732	-6.4358255	-0.47093749	1116.58	OPN3	opsin 3
101928316	1.33e-08	1.26e-10	0.3395	6.4321398	2.18392676	16.19	LINC02859	long intergenic non-protein coding RNA 2859
338707	1.33e-08	1.27e-10	0.1947	6.4307489	1.2517935	116.45	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4
56172	1.34e-08	1.29e-10	0.17	6.42891	1.09320324	282.11	ANKH	ANKH inorganic pyrophosphate transport regulator
3035	1.54e-08	1.48e-10	0.0473	6.406968	0.30277112	1727.02	HARS1	histidyl-tRNA synthetase 1
6659	1.66e-08	1.62e-10	0.0676	6.3939161	0.43251928	15636.77	SOX4	SRY-box transcription factor 4
22993	1.80e-08	1.76e-10	0.0448	6.3811593	0.28572616	2721.09	HMGXB3	HMG-box containing 3
29933	2.60e-08	2.55e-10	0.1184	6.3238086	0.74844618	174.08	GPR132	G protein-coupled receptor 132
124930	2.62e-08	2.59e-10	0.0788	6.3212408	0.49809684	514.8	ANKRD13B	ankyrin repeat domain 13B
4563	2.99e-08	2.97e-10	0.0814	6.3001124	0.51273732	462.77	TRNG	tRNA-Gly
26065	3.00e-08	3.01e-10	0.0315	-6.2984354	-0.19840173	18658.66	LSM14A	LSM14A mRNA processing body assembly factor
4013	3.06e-08	3.11e-10	0.101	-6.2932758	-0.6358832	864.34	VWA5A	von Willebrand factor A domain containing 5A
26528	3.06e-08	3.12e-10	0.0359	-6.292736	-0.22567324	15150.58	DAZAP1	DAZ associated protein 1
2767	3.06e-08	3.11e-10	0.0888	6.2933231	0.55901724	902.46	GNA11	G protein subunit alpha 11
79659	3.13e-08	3.20e-10	0.0601	6.2886147	0.37786601	785.58	DYNC2H1	dynein cytoplasmic 2 heavy chain 1
55083	3.52e-08	3.63e-10	0.1629	6.2691316	1.02120819	98.35	KIF26B	kinesin family member 26B
89845	3.73e-08	3.86e-10	0.0464	6.2594249	0.29064012	2019.29	ABCC10	ATP binding cassette subfamily C member 10
2739	3.76e-08	3.91e-10	0.0727	6.2574007	0.45517616	7233.2	GLO1	glyoxalase I
54093	3.93e-08	4.12e-10	0.056	6.2495284	0.34979571	1196.66	SETD4	SET domain containing 4
3780	4.01e-08	4.23e-10	0.2167	-6.2453477	-1.35365665	33.9	KCNN1	potassium calcium-activated channel subfamily N member 1
1612	4.99e-08	5.29e-10	0.0762	-6.2103226	-0.47322321	4666.25	DAPK1	death associated protein kinase 1
79101	5.14e-08	5.48e-10	0.0555	6.2047341	0.34425786	5927.79	TAF1D	TATA-box binding protein associated factor, RNA polymerase I subunit D
2166	5.40e-08	5.78e-10	0.1038	6.1962904	0.64330801	330.64	FAAH	fatty acid amide hydrolase
29979	5.47e-08	5.89e-10	0.0266	-6.1933667	-0.1647693	8695.37	UBQLN1	ubiquilin 1
57466	5.51e-08	5.96e-10	0.0325	6.1913832	0.20097255	6389.42	SCAF4	SR-related CTD associated factor 4
26771	6.19e-08	6.74e-10	0.1258	6.1720403	0.77641528	94.13	SNORD102	small nucleolar RNA, C/D box 102
94120	6.45e-08	7.06e-10	0.1161	6.1647729	0.71588833	633.96	SYTL3	synaptotagmin like 3
7381	6.72e-08	7.39e-10	0.0611	6.1574361	0.37648053	9175.31	UQCRB	ubiquinol-cytochrome c reductase binding protein
1757	8.61e-08	9.53e-10	0.0395	6.117069	0.24172996	2096.52	SARDH	sarcosine dehydrogenase
55728	9.16e-08	1.02e-09	0.0398	-6.1064672	-0.24294863	2016.89	N4BP2	NEDD4 binding protein 2
6949	9.21e-08	1.03e-09	0.0755	6.1047296	0.46064746	3574.9	TCOF1	treacle ribosome biogenesis factor 1
160518	9.80e-08	1.10e-09	0.4513	6.0934836	2.75015252	15.67	DENND5B	DENN domain containing 5B
1417	9.80e-08	1.11e-09	0.3167	6.0930569	1.92950209	113.76	CRYBB3	crystallin beta B3
3460	9.82e-08	1.12e-09	0.0613	6.091899	0.37335066	1865.06	IFNGR2	interferon gamma receptor 2
57595	9.95e-08	1.14e-09	0.0964	6.088975	0.58667601	197.28	PDZD4	PDZ domain containing 4
217	1.00e-07	1.15e-09	0.0971	-6.0873398	-0.5910751	1831.24	ALDH2	aldehyde dehydrogenase 2 family member
54531	1.10e-07	1.27e-09	0.0582	6.0715325	0.35326623	1428	MIER2	MIER family member 2
80757	1.13e-07	1.31e-09	0.0986	6.0658017	0.59827977	138.28	TMEM121	transmembrane protein 121
54853	1.21e-07	1.41e-09	0.0559	6.0542402	0.33813914	1144.67	WDR55	WD repeat domain 55
9853	1.22e-07	1.43e-09	0.067	6.0517409	0.4055618	1186.3	RUSC2	RUN and SH3 domain containing 2
84918	1.30e-07	1.53e-09	0.2352	6.0408929	1.42077045	392.03	LRP11	LDL receptor related protein 11
85236	1.38e-07	1.65e-09	0.0862	-6.0292944	-0.51953252	3229.7	H2BC12	H2B clustered histone 12
5110	1.38e-07	1.64e-09	0.0266	6.0300052	0.16022251	7536.2	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
101752334	1.38e-07	1.64e-09	0.0652	6.0299654	0.39329853	452.93	PVRIG2P	PVR related immunoglobulin domain containing 2, pseudogene
51232	1.39e-07	1.67e-09	0.1526	-6.0267053	-0.91960199	333.78	CRIM1	cysteine rich transmembrane BMP regulator 1
30061	1.51e-07	1.82e-09	0.0921	6.013117	0.55402973	13218.59	SLC40A1	solute carrier family 40 member 1
11317	1.55e-07	1.88e-09	0.1771	-6.0081786	-1.06375087	87.58	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like
139886	1.64e-07	1.99e-09	0.0707	-5.9983757	-0.42412078	3685.07	SPIN4	spindlin family member 4
1052	1.79e-07	2.19e-09	0.1505	-5.9828522	-0.90014785	271.79	CEBPD	CCAAT enhancer binding protein delta
23270	1.89e-07	2.34e-09	0.0563	5.9720953	0.33632931	870.3	TSPYL4	TSPY like 4
5837	1.89e-07	2.33e-09	0.1294	-5.9727533	-0.77285508	248.39	PYGM	glycogen phosphorylase, muscle associated
4437	1.94e-07	2.41e-09	0.0723	5.9677178	0.43143914	978.23	MSH3	mutS homolog 3
54816	2.00e-07	2.50e-09	0.0615	-5.9615974	-0.36677692	1051.87	ZNF280D	zinc finger protein 280D
23513	2.18e-07	2.73e-09	0.0628	5.9468612	0.37328225	8221.73	SCRIB	scribble planar cell polarity protein
1917	2.35e-07	2.96e-09	0.1913	5.9340673	1.13499629	275.93	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
23362	2.43e-07	3.08e-09	0.1765	5.9271967	1.04592331	140.74	PSD3	pleckstrin and Sec7 domain containing 3
102723897	2.67e-07	3.43e-09	0.0384	5.9097887	0.22709638	2113.22	WASH9P	WAS protein family homolog 9, pseudogene
59350	2.67e-07	3.43e-09	0.1552	-5.9096214	-0.91701408	777.27	RXFP1	relaxin family peptide receptor 1
341019	2.67e-07	3.42e-09	0.3883	5.910287	2.29516304	15.87	DCDC1	doublecortin domain containing 1
85462	2.77e-07	3.57e-09	0.2041	-5.9030703	-1.20465974	1648.47	FHDC1	FH2 domain containing 1
23141	2.95e-07	3.82e-09	0.0278	-5.8920014	-0.16392753	3781	ANKLE2	ankyrin repeat and LEM domain containing 2
102723446	3.13e-07	4.08e-09	0.2195	-5.8809802	-1.29083163	63.52	LOC102723446	uncharacterized LOC102723446
9024	3.18e-07	4.15e-09	0.0848	5.8779837	0.49849058	414.57	BRSK2	BR serine/threonine kinase 2
29763	3.30e-07	4.34e-09	0.0734	5.8707721	0.43116953	464.11	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
220963	3.49e-07	4.60e-09	0.2748	-5.8611833	-1.61045449	35.58	SLC16A9	solute carrier family 16 member 9
6619	3.59e-07	4.76e-09	0.0338	-5.8554066	-0.19808117	3224.15	SNAPC3	small nuclear RNA activating complex polypeptide 3
6627	4.31e-07	5.74e-09	0.0307	5.824246	0.17904616	3602.08	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
105375441	4.48e-07	5.98e-09	0.1542	5.8172307	0.89704439	62.61	PRKAR2B-AS1	PRKAR2B antisense RNA 1
57590	4.50e-07	6.06e-09	0.0408	-5.8150498	-0.23706449	3321.6	WDFY1	WD repeat and FYVE domain containing 1
91695	4.50e-07	6.04e-09	0.0524	5.8155911	0.30493046	908.65	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene
9953	4.80e-07	6.50e-09	0.1287	-5.8033749	-0.74690221	98.21	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1
8881	4.97e-07	6.76e-09	0.0303	-5.7966967	-0.17546136	5007.43	CDC16	cell division cycle 16
100310756	5.91e-07	8.07e-09	0.1021	5.7669283	0.58893627	380.51	LOC100310756	uncharacterized LOC100310756
