Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Skin - Sun Exposed (Lower Leg) Female 50-59 Up	18/100	0.008773524083948627	0.16409739490348357	0	0	2.010346244350652	9.5210334249032	KPRP;PSAPL1;CALML5;C1ORF68;LCE1E;LCE1F;ASPRV1;LCE2D;LCE1D;LCE1A;LCE2B;LCE1B;LCE2C;LCE2A;LCE5A;GJB3;LCE4A;LCE6A
Skin - Sun Exposed (Lower Leg) Male 30-39 Up	18/100	0.008773524083948627	0.16409739490348357	0	0	2.010346244350652	9.5210334249032	KPRP;PSAPL1;CALML5;TREX2;C1ORF68;LCE1E;LCE1F;ASPRV1;LCE2D;LCE1D;LCE1A;LCE2B;LCE1B;LCE2C;LCE2A;GJB3;LCE4A;LCE6A
Skin - Sun Exposed (Lower Leg) Male 20-29 Up	18/100	0.008773524083948627	0.16409739490348357	0	0	2.010346244350652	9.5210334249032	KPRP;PSAPL1;CALML5;TREX2;C1ORF68;LCE1F;ASPRV1;LCE2D;LCE1A;LCE2B;LCE1B;LCE2C;GJB3;LCE4A;LCE6A;SP6;OR10A3;OR10A6
Brain - Nucleus Accumbens (Basal Ganglia) Female 40-49 Up	18/100	0.008773524083948627	0.16409739490348357	0	0	2.010346244350652	9.5210334249032	ANKRD34B;GPR27;GPR88;HTR1D;GPR85;GPR52;KCNA4;SOX11;AKAP5;KCTD4;POU3F4;C1QTNF4;TMEM158;LRRTM1;DRD1;SOWAHA;ANKRD63;GPR101
Brain - Nucleus Accumbens (Basal Ganglia) Female 50-59 Up	18/100	0.008773524083948627	0.16409739490348357	0	0	2.010346244350652	9.5210334249032	ANKRD34B;GPR27;LINGO3;HTR1D;GPR52;PNMA5;KCNA4;AKAP5;C6ORF141;KCTD4;POU3F4;C1QTNF4;TMEM158;LRRTM1;DRD1;SOWAHA;ANKRD63;GPR101
Brain - Nucleus Accumbens (Basal Ganglia) Female 20-29 Up	18/100	0.008773524083948627	0.16409739490348357	0	0	2.010346244350652	9.5210334249032	ANKRD34B;GPR27;MAGEL2;LINGO3;HTR1D;GPR52;CENPVL3;KCNA4;AKAP5;C6ORF141;KCTD4;POU3F4;SOX1;TMEM158;DRD1;SOWAHA;ANKRD63;GPR101
Brain - Nucleus Accumbens (Basal Ganglia) Male 50-59 Up	17/100	0.018349185165796034	0.30887795029089987	0	0	1.8747233833292354	7.495462996872154	ANKRD34B;GPR27;LINGO3;HTR1D;GPR52;PNMA5;KCNA4;AKAP5;KCTD4;POU3F4;C1QTNF4;TMEM158;LRRTM1;DRD1;SOWAHA;ANKRD63;GPR101
Brain - Nucleus Accumbens (Basal Ganglia) Male 40-49 Up	17/100	0.018349185165796034	0.30887795029089987	0	0	1.8747233833292354	7.495462996872154	GPR27;P2RY12;HTR1D;OMG;GPR52;KCNA4;SOX11;AKAP5;KCTD4;POU3F4;C1QTNF4;LRRTM1;DRD1;SOWAHA;ANKRD63;GPR101;SLC18A3
Skin - Sun Exposed (Lower Leg) Female 20-29 Up	17/100	0.018349185165796034	0.30887795029089987	0	0	1.8747233833292354	7.495462996872154	KPRP;PSAPL1;CALML5;C1ORF68;LCE1E;LCE1F;ASPRV1;LCE2D;LCE1D;LCE1A;LCE2B;LCE1B;LCE2C;LCE2A;LCE4A;LCE6A;KRTAP20-1
Brain - Nucleus Accumbens (Basal Ganglia) Male 60-69 Up	16/100	0.03607818982430714	0.5693589331648471	0	0	1.7424540443408367	5.788548654933557	ANKRD34B;GPR27;LINGO3;HTR1D;GPR52;KCNA4;AKAP5;KCTD4;POU3F4;C1QTNF4;TMEM158;LRRTM1;DRD1;SOWAHA;ANKRD63;GPR101
Brain - Hippocampus Male 70-79 Up	16/100	0.03607818982430714	0.5693589331648471	0	0	1.7424540443408367	5.788548654933557	HRK;KRTAP25-1;CHST6;OMG;HTR1A;OLIG1;GPR62;OLIG2;OR4F16;NEUROD6;OR4F29;OR12D1;MKRN3;PRR18;OR12D2;NEUROG3
Brain - Hippocampus Female 70-79 Up	10/58	0.05648526991106201	0.8643957971238276	0	0	1.9038086764955093	5.471118511042085	IFNA6;CCDC85B;SLITRK1;OR4F29;OMG;OLIG1;PRR18;GPR62;OLIG2;OR4F5
Brain - Nucleus Accumbens (Basal Ganglia) Female 60-69 Up	15/100	0.0665912301971519	0.8849624013042554	0	0	1.613419679798525	4.371048182298095	ANKRD34B;GPR27;HTR1D;GPR52;KCNA4;SOX11;AKAP5;KCTD4;POU3F4;TMEM158;LRRTM1;DRD1;SOWAHA;ANKRD63;GPR101
Skin - Not Sun Exposed (Suprapubic) Female 30-39 Up	15/100	0.0665912301971519	0.8849624013042554	0	0	1.613419679798525	4.371048182298095	KRTAP9-7;KRTAP9-6;XCR1;KRTAP5-8;CALML5;KRTAP4-8;KRTAP9-1;TREX2;OR5P2;C1ORF74;KRTAP5-10;GJB4;GJB3;KRTAP5-11;SPTSSB
Brain - Hypothalamus Male 30-39 Up	15/100	0.0665912301971519	0.8849624013042554	0	0	1.613419679798525	4.371048182298095	BHLHA9;SMIM10L2B;DIRAS3;FOXB2;ZCCHC12;MAGEL2;ANKRD34C;SMIM18;CENPVL2;CENPVL3;PNMA2;NAP1L5;MC4R;NHLH2;INSM2
Brain - Nucleus Accumbens (Basal Ganglia) Male 20-29 Up	15/100	0.0665912301971519	0.8849624013042554	0	0	1.613419679798525	4.371048182298095	GPR27;LINGO3;LRRC10B;CHRM4;HTR1D;GPR52;AKAP5;POU3F4;MC4R;SOX1;TMEM158;DRD1;SOWAHA;ANKRD63;GPR101
Brain - Putamen (Basal Ganglia) Male 30-39 Up	15/100	0.0665912301971519	0.8849624013042554	0	0	1.613419679798525	4.371048182298095	ANKRD34B;KCNF1;LINGO3;LRRC10B;CHRM4;GPR88;HTR1D;GPR52;C6ORF141;TMEM158;LRRTM1;LRRN1;DRD1;SOWAHA;ZNF883
Stomach Male 70-79 Up	6/33	0.10154184723150239	0.9999674121603924	0	0	2.02897570325272	4.640844225423736	KCNE2;OR5I1;OR2AG1;C2CD4B;TAAR1;OR52L1
Pituitary Male 30-39 Up	14/100	0.11522440710618806	0.9999674121603924	0	0	1.487507256335225	3.2143152878295833	MAGEL2;RPEL1;OR10G3;C2CD4A;GPR61;USP17L11;SSTR5;UBTFL1;NEUROD4;PCDHB1;PRLHR;C17ORF100;INSM1;OR13C2
Brain - Nucleus Accumbens (Basal Ganglia) Male 70-79 Up	14/100	0.11522440710618806	0.9999674121603924	0	0	1.487507256335225	3.2143152878295833	ANKRD34B;HTR1D;PNMA5;KCNA4;SOX11;AKAP5;C6ORF141;KCTD4;POU3F4;C1QTNF4;TMEM158;LRRTM1;DRD1;SOWAHA
Testis Male 70-79 Up	14/100	0.11522440710618806	0.9999674121603924	0	0	1.487507256335225	3.2143152878295833	OR7A10;KRTAP20-4;OR1C1;OR2F2;MRGPRG;DCAF8L2;COX7B2;GLUD2;OR2V2;MAGEA1;VN1R2;DNAJB7;PRND;MAGEB4
Brain - Caudate (Basal Ganglia) Female 70-79 Up	14/100	0.11522440710618806	0.9999674121603924	0	0	1.487507256335225	3.2143152878295833	ANKRD34B;OR8K3;IFNA6;GPR88;OR4K2;GPR75;PRSS35;POU3F4;MC4R;OR1S2;OR2AJ1;OR4F29;OR10A2;SLC18A3
Fallopian Tube Female 50-59 Up	14/100	0.11522440710618806	0.9999674121603924	0	0	1.487507256335225	3.2143152878295833	OR7G1;ZCCHC12;OR6C76;NHLRC4;SERTM1;OR1M1;OR5W2;OR2V2;OR2V1;SLITRK3;TCEAL1;OR5A2;SUPT20HL1;SUPT20HL2
Breast - Mammary Tissue Male 50-59 Up	7/46	0.1646409892803715	0.9999674121603924	0	0	1.6385266172068202	2.955882352116374	CLDN5;RAB6C;SPAAR;HCAR1;NPY2R;KLHDC7A;ADRB2
Brain - Nucleus Accumbens (Basal Ganglia) Female 70-79 Up	13/98	0.16834762050504137	0.9999674121603924	0	0	1.3968731280699653	2.488842751165085	OR1E2;HTR1D;GPR52;KCNA4;AKAP5;KCTD4;POU3F4;TMEM158;C10ORF105;OR12D1;DRD1;OR12D2;PPIAL4G
Pituitary Female 60-69 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	SSTR5;UBTFL1;ARC;OR13C9;ARMCX2;NEUROD4;PCDHB1;GJB7;GPR148;INSM1;OR13C2;C21ORF62;OR13C5
Brain - Caudate (Basal Ganglia) Male 50-59 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	ANKRD34B;LINGO3;LRRC10B;CHRM4;GPR88;POU3F2;POU3F4;C1QTNF4;MC4R;TMEM158;LRRN1;DRD1;SOWAHA
Cells - EBV-transformed Lymphocytes Female 20-29 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	OR2G6;IFNA13;OR2T29;BHLHE22;OR2T34;OR2T5;GPR174;DUSP22;OR2T3;OR2T2;TIFA;CCR8;TLR10
Adipose - Visceral (Omentum) Male 30-39 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	CCDC71L;SMIM3;SPAAR;OR52N1;GPBAR1;GPR4;OR52N5;KIAA0040;SOCS3;SERTAD1;CDC42EP4;CDC42EP2;OR2B11
Brain - Substantia Nigra Female 40-49 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	PAQR8;FOXB1;CHST6;KCNJ10;TRIL;KCNE5;CHRM5;OLIG1;MRGPRE;GJC2;MKRN3;TMEM229A;ZNF488
Whole Blood Female 40-49 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	ARL11;TAS2R40;C5AR2;PTAFR;FPR2;TLR1;FRAT2;CXCR1;CXCR2;FFAR2;S1PR4;C16ORF54;TLR2
Brain - Putamen (Basal Ganglia) Male 20-29 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	ANKRD34B;GPR27;KCNF1;LINGO3;LRRC10B;CHRM4;GPR88;CENPVL2;GPR52;TMEM158;DRD1;SOWAHA;CDK5R2
Brain - Frontal Cortex (BA9) Male 70-79 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	BHLHA9;FOXG1;OR14I1;RNF208;NAP1L2;PNMA6A;FOXD4L6;NEUROD6;SLITRK1;KCNS2;NPBWR2;ENC1;FOXD4L3
Brain - Hippocampus Male 50-59 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	HRK;SMIM10L2A;HTR1A;RNF208;OLIG1;BHLHE22;OLIG2;ELFN2;NEUROD6;CCDC85B;PRR18;FOXD4L3;NEUROG3
Pituitary Female 20-29 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	GPR68;OR10G3;GPR61;ASCL1;ARC;OR13C9;NEUROD4;PCDHB1;GJB7;PRLHR;INSM1;OR13C2;C21ORF62
Brain - Nucleus Accumbens (Basal Ganglia) Male 30-39 Up	13/100	0.18669875463410496	0.9999674121603924	0	0	1.3646089378935786	2.290167093495488	ANKRD34B;LINGO3;CHRM4;HTR1D;GPR52;KCNA4;AKAP5;KCTD4;POU3F4;DRD1;SOWAHA;ANKRD63;GPR101
Adipose - Subcutaneous Male 60-69 Up	9/69	0.23946535953001558	0.9999674121603924	0	0	1.3691310975609756	1.956962754949555	CLDN5;KRTAP13-4;HTR1F;S1PR1;ACKR3;CLEC14A;SPRY1;KCTD12;ADRA2A
Vagina Female 30-39 Up	9/72	0.2796981132842563	0.9999674121603924	0	0	1.3037166085946574	1.6609928760405577	FOXQ1;SPRR2E;LCE3D;FGFBP1;LCE3A;GJB2;GJB6;SPRR2B;LCE3E
Skin - Sun Exposed (Lower Leg) Male 50-59 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	LCE1A;LCE2B;KPRP;LCE2A;PSAPL1;CALML5;GJB4;LCE5A;C2CD4D;LCE4A;LCE6A;C1ORF68
Brain - Hippocampus Male 40-49 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	HRK;NEUROD6;OMG;HTR1A;MKRN3;PRR18;OLIG1;GPR62;BHLHE22;OLIG2;ZNF488;NEUROG3
Brain - Putamen (Basal Ganglia) Male 40-49 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	IFNA6;KCNJ10;LRRC10B;TRIL;GPR88;OMG;PRR18;OLIG1;DRD1;OLIG2;TMEM229A;SLC18A3
Brain - Hippocampus Male 60-69 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	HRK;NEUROD6;CCDC85B;OMG;MKRN3;PRR18;OLIG1;GPR62;BHLHE22;OLIG2;POU3F3;NEUROG3
Brain - Substantia Nigra Female 60-69 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	PAQR8;FOXB1;CHST6;C10ORF105;TRIL;KCNE5;PRR18;OLIG1;OLIG2;TMEM229A;ZNF488;CCDC160
Artery - Tibial Male 30-39 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	C11ORF96;FOXC2;FOXC1;ALDH1B1;GJA4;AMIGO2;HTR1B;HRCT1;KCNA5;FOXL1;SMIM10;RHOB
Pancreas Female 50-59 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	GPR119;GPR150;OR10G4;OR6M1;LENG9;OR10G6;OR8D4;BHLHA15;RNF186;CHST4;FUT1;OR4D5
Adipose - Visceral (Omentum) Female 30-39 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	CCDC71L;SMIM3;SOCS3;SERTAD1;CDC42EP4;OR52N1;CDC42EP2;GPBAR1;OR2B11;G0S2;THRSP;OR52N5
Adipose - Visceral (Omentum) Male 20-29 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	CCDC71L;SOCS3;NFIL3;SERTAD1;CDC42EP4;OR52N1;CDC42EP2;GPBAR1;OR2B11;G0S2;GPR4;OR52N5
Brain - Hippocampus Female 50-59 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	HRK;FOXD4L6;NEUROD6;CCDC85B;OR4F29;HTR1A;PRR18;OLIG1;BHLHE22;OLIG2;ELFN2;NEUROG3
Artery - Coronary Female 40-49 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	FOXS1;INAFM2;GJA5;AMIGO2;PCDHB16;HTR1B;GPR20;KCNA5;S1PR3;FOXL1;SMIM10;PCDHB9
Brain - Caudate (Basal Ganglia) Male 30-39 Up	12/100	0.28307593766163547	0.9999674121603924	0	0	1.2446217904233172	1.5707625918880217	ANKRD34B;C1QTNF4;MC4R;KCNF1;LINGO3;TMEM158;LRRC10B;CHRM4;GPR88;LRRN1;DRD1;ZNF883
Heart - Left Ventricle Male 70-79 Up	3/19	0.28833823064223263	0.9999674121603924	0	0	1.7103913373860182	2.1270787153404624	OR4C45;XIRP1;HSPB3
Colon - Transverse Female 60-69 Up	5/39	0.34114871867937907	0.9999674121603924	0	0	1.3415016107863023	1.4427001614191173	NPY4R;PTGDR2;P2RY14;MAB21L2;PRR15
Adipose - Visceral (Omentum) Female 60-69 Up	5/41	0.3818534984102121	0.9999674121603924	0	0	1.2668328825783186	1.2196031432962322	SOCS3;SPAAR;GPBAR1;GAS1;SPRY1
Colon - Transverse Male 70-79 Up	6/51	0.39151008981348306	0.9999674121603924	0	0	1.2161677659394554	1.1404540153974698	CHRM2;GJC1;NPY4R;MAB21L2;TNFAIP8L1;LRRC3
Uterus Female 60-69 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	LINGO2;ISLR;TAS2R20;PCDHB15;ZBTB12;OR10R2;POMGNT2;SERTM1;SUPT20HL1;SUPT20HL2;PCDHB7
Adipose - Visceral (Omentum) Female 50-59 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	CCDC71L;SMIM3;SOCS3;SPAAR;CDC42EP4;OR52N1;GPBAR1;GAS1;OR2B11;GPR4;OR52N5
Artery - Tibial Male 50-59 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	C11ORF96;FOXC2;FOXC1;ALDH1B1;AMIGO2;HTR1B;GPR20;KCNA5;FOXL1;SMIM10;RHOB
Brain - Putamen (Basal Ganglia) Male 50-59 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	C1QTNF4;KCNF1;KCNJ10;TMEM158;LRRC10B;TRIL;GPR88;GPR85;DRD1;OLIG2;SLC18A3
Brain - Caudate (Basal Ganglia) Male 40-49 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	ANKRD34B;MC4R;IFNA6;TMEM158;LRRC10B;GPR88;GPR85;LRRN1;DRD1;AKAP5;POU3F4
Skin - Sun Exposed (Lower Leg) Male 40-49 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	LCE2B;KPRP;SPRR2G;PSAPL1;CALML5;GJB4;C2CD4D;LCE4A;C1ORF68;SRY;ASPRV1
Brain - Frontal Cortex (BA9) Male 60-69 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	BHLHA9;KCNJ4;C3ORF80;HTR1E;SLITRK1;KCNS2;NPBWR2;ENC1;OR14I1;NAP1L2;PNMA6A
Brain - Substantia Nigra Male 50-59 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	FOXB1;TRIL;KCNE5;CHRM5;PRR18;OLIG1;MRGPRE;OLIG2;TMEM229A;POU3F2;CCDC160
Colon - Sigmoid Male 30-39 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	CHRM2;GJC1;C3ORF80;INAFM2;UBXN10;NPY4R;MAB21L2;TNFAIP8L1;LRRC3;MRGPRD;QRFP
