Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Bulb	7/23	0.011665466045630409	0.8507941750458079	0	0	3.4076110866695997	15.167694112754972	KRTAP11-1;OMP;GJB1;KRTAP5-5;KRTAP5-4;KRTAP4-3;KRTAP5-1
C127I cell	3/5	0.012385581495627662	0.8507941750458079	0	0	11.671936758893281	51.25406857760393	IFNA5;HIST1H1T;HIST1H1C
RL95-2 cell	3/5	0.012385581495627662	0.8507941750458079	0	0	11.671936758893281	51.25406857760393	ERVFRD-1;ERV3-1;ERVV-2
Junctional zone	7/25	0.018683789761085985	0.9999961489507013	0	0	3.0286454514347168	12.054308698555586	GJA1;GJB2;GJB3;GJA5;GJB5;PHLDA2;ASCL2
Blastocyst	23/129	0.019577644476229384	0.9999961489507013	0	0	1.6933565176683023	6.660592563972218	FOXD3;HIST1H4K;HIST1H4L;ASCL2;FUT4;SOX2;HIST2H4A;GJA1;HIST1H4A;HIST1H4B;HIST2H4B;GJB3;HIST4H4;HIST1H4H;HIST1H4I;HIST1H4J;SRY;RAG2;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HSPA1A
Calyx	4/10	0.020082121575401502	0.9999961489507013	0	0	5.18863503222027	20.276798289188637	CHRM3;CCIN;ACTRT2;ACTRT1
MDCK-1 cell	3/6	0.022682180118440122	0.9999961489507013	0	0	7.780851998243302	29.459672602242957	CLDN3;CLDN8;CLDN2
fh6	3/6	0.022682180118440122	0.9999961489507013	0	0	7.780851998243302	29.459672602242957	KCNF1;FUT5;FUT9
Hair follicle inner root sheath	3/7	0.03636816638579118	0.9999961489507013	0	0	5.8353096179183135	19.338574576660566	KRTAP5-5;KRTAP5-4;KRTAP19-3
Hair shaft	6/24	0.048275143204958036	0.9999961489507013	0	0	2.5948402228085605	7.864541607717612	KRTAP11-1;LPAR6;KRTAP5-5;KRTAP5-4;KRTAP5-1;PRR9
Sertoli cell line	4/13	0.0518229967627882	0.9999961489507013	0	0	3.4585041983987503	10.236900157503213	CLDN5;USP26;GJA1;PGAM4
Mantle muscle	3/8	0.053346388816005785	0.9999961489507013	0	0	4.66798418972332	13.68162355588025	GJB4;GJB3;GJB7
P-19 cell	7/31	0.056059095755348766	0.9999961489507013	0	0	2.270714180964951	6.54271972424664	SOX2;NEUROD1;NEUROD2;NDN;ASCL1;POU3F2;NEUROG1
Vegetative cell	19/115	0.06171697861551135	0.9999961489507013	0	0	1.542717086834734	4.296769776831355	HIST2H2AA3;HIST1H4K;HIST1H4L;H2AFX;HIST2H2AC;HIST2H4A;HIST1H4A;H1F0;HIST1H4B;HIST2H4B;HIST4H4;HIST1H4H;PYDC1;HIST1H4I;HIST1H4J;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F
Hoof	4/14	0.06621267413395078	0.9999961489507013	0	0	3.1124780316344465	8.450014885513683	GPR15;CALML5;CDY2A;CDY2B
Longissimus	3/9	0.07340570550140352	0.9999961489507013	0	0	3.8897672375933245	10.159113643343291	DCAF16;LINGO4;VRTN
mc2	3/9	0.07340570550140352	0.9999961489507013	0	0	3.8897672375933245	10.159113643343291	MC3R;MC2R;MC5R
DAUDI cell	6/28	0.09167812493412593	0.9999961489507013	0	0	2.1225713600383784	5.0718237259225045	IFNA7;IFNA1;IFNB1;IFNA2;IFNA8;PIGY
Enteroendocrine cell	7/35	0.0966085929242468	0.9999961489507013	0	0	1.9458864936207656	4.547707172000395	NEUROD1;GPR119;RXFP4;GPBAR1;FFAR2;ATOH1;NEUROG3
Meibomian gland	4/16	0.10041663738293656	0.9999961489507013	0	0	2.5934387814879907	5.96083068937798	SPRR2F;FOXC2;SPRR2G;SPRR2B
Granulocyte	2/5	0.10276359344172567	0.9999961489507013	0	0	5.184957565115599	11.797459102860879	PTAFR;FPR2
Ependymoma cell	2/5	0.10276359344172567	0.9999961489507013	0	0	5.184957565115599	11.797459102860879	MAGEH1;MAGEE1
Follicular stem cell	2/5	0.10276359344172567	0.9999961489507013	0	0	5.184957565115599	11.797459102860879	CEMP1;PHLDA1
Medullary thyroid carcinoma cell	2/5	0.10276359344172567	0.9999961489507013	0	0	5.184957565115599	11.797459102860879	SSTR2;ASCL1
ROS cell	2/5	0.10276359344172567	0.9999961489507013	0	0	5.184957565115599	11.797459102860879	GJC1;GJA1
EJ cell	3/11	0.12157103582226018	0.9999961489507013	0	0	2.91699604743083	6.146858969147205	MAGEH1;MORF4L2;MTRNR2L5
Ovarian surface epithelial cell line	3/11	0.12157103582226018	0.9999961489507013	0	0	2.91699604743083	6.146858969147205	TCEAL7;GPR150;PRR15
L-929 cell	7/38	0.1352921013194851	0.9999961489507013	0	0	1.7572768687112386	3.5151145275648594	IFNA4;IFNA1;GPR119;IFNB1;GPBAR1;FFAR2;HIST2H2BE
BT-549 cell	2/6	0.14280432715913075	0.9999961489507013	0	0	3.8884986830553117	7.568106934166722	SERTAD1;KLHDC7B
HELF cell	2/6	0.14280432715913075	0.9999961489507013	0	0	3.8884986830553117	7.568106934166722	SPRY1;DNAJC28
NCI-H1975 cell	2/6	0.14280432715913075	0.9999961489507013	0	0	3.8884986830553117	7.568106934166722	TMEM158;TOB1
Skin mucus	2/6	0.14280432715913075	0.9999961489507013	0	0	3.8884986830553117	7.568106934166722	OST4;RPL36AL
Vesicular gland	2/6	0.14280432715913075	0.9999961489507013	0	0	3.8884986830553117	7.568106934166722	HIST1H2BI;HIST1H2BE
MDCK-2 cell	5/25	0.14850432216933715	0.9999961489507013	0	0	1.945054945054945	3.7094944524094147	CLDN4;CLDN2;ADRA2C;ADRA2B;ADRA2A
B-50 cell	3/12	0.14898420330620768	0.9999961489507013	0	0	2.592738984043332	4.93635463434251	OMP;BASP1;RNASE13
Preadipocyte cell line	3/12	0.14898420330620768	0.9999961489507013	0	0	2.592738984043332	4.93635463434251	CEBPA;CEBPB;CEBPD
Preputial gland	3/12	0.14898420330620768	0.9999961489507013	0	0	2.592738984043332	4.93635463434251	MAB21L1;MAB21L2;MC5R
A7r5 cell	4/19	0.16354312416141117	0.9999961489507013	0	0	2.074399531341535	3.7560707709681966	UCN;GJA1;UCN3;GJA5
Trophoblast stem cell	4/19	0.16354312416141117	0.9999961489507013	0	0	2.074399531341535	3.7560707709681966	H2AFB1;GJB3;GJB5;ASCL2
Cuticle	10/62	0.16369016219346597	0.9999961489507013	0	0	1.4967807522873602	2.7088437096724594	KRTAP24-1;KRTAP25-1;KRTAP5-9;EXOC8;KRTAP26-1;KRTAP5-4;KRTAP27-1;KRTAP5-1;KRTAP2-4;KRTAP19-3
NCI-H226Br cell	6/33	0.16729879871868314	0.9999961489507013	0	0	1.7290139743965602	3.091431774956514	GPR119;RXFP4;GPBAR1;FFAR2;FFAR1;HIST2H2BE
KATO-III cell	3/13	0.17813257424952184	0.9999961489507013	0	0	2.3333333333333335	4.025530149108259	FZD1;GPR160;ZNF664
yac1	3/13	0.17813257424952184	0.9999961489507013	0	0	2.3333333333333335	4.025530149108259	HIST2H2AA3;HIST2H2BE;HIST2H2AC
B-lymphoblast cell line	2/7	0.1853788081449453	0.9999961489507013	0	0	3.1106233538191397	5.242501312177977	CEBPG;TNFAIP8L1
Embryonic germ cell	2/7	0.1853788081449453	0.9999961489507013	0	0	3.1106233538191397	5.242501312177977	FOXR2;MED7
Floor plate	2/7	0.1853788081449453	0.9999961489507013	0	0	3.1106233538191397	5.242501312177977	TAL2;FERD3L
Intercalated cell	2/7	0.1853788081449453	0.9999961489507013	0	0	3.1106233538191397	5.242501312177977	RNASE7;OXGR1
MA-104 cell	2/7	0.1853788081449453	0.9999961489507013	0	0	3.1106233538191397	5.242501312177977	EID1;EID2
Retinal pigment epithelium cell line	2/7	0.1853788081449453	0.9999961489507013	0	0	3.1106233538191397	5.242501312177977	OR2W3;LENEP
wi38va13	2/7	0.1853788081449453	0.9999961489507013	0	0	3.1106233538191397	5.242501312177977	MAGEL2;MKRN3
Intramuscular adipose tissue	3/14	0.20865618902933628	0.9999961489507013	0	0	2.121092346388789	3.323894689902689	CCDC71L;ACSF3;VRTN
PNT-2 cell	3/14	0.20865618902933628	0.9999961489507013	0	0	2.121092346388789	3.323894689902689	IFNA13;LDOC1;HS3ST1
Penis	4/21	0.21174633713806848	0.9999961489507013	0	0	1.8301457665667322	2.8410565089750426	SOX2;SRY;OR10A3;IVL
Mucoepidermoid carcinoma cell	2/8	0.22938962279287892	0.9999961489507013	0	0	2.5920398009950247	3.816346544022965	FGFBP1;FGFBP2
Floret	2/8	0.22938962279287892	0.9999961489507013	0	0	2.5920398009950247	3.816346544022965	PYDC1;IFNW1
HT-1197 cell	2/8	0.22938962279287892	0.9999961489507013	0	0	2.5920398009950247	3.816346544022965	IFNA6;CHST4
Leiomyosarcoma cell line	2/8	0.22938962279287892	0.9999961489507013	0	0	2.5920398009950247	3.816346544022965	HRH1;ADRB2
Longissimus thoracis	2/8	0.22938962279287892	0.9999961489507013	0	0	2.5920398009950247	3.816346544022965	CCDC71L;FAM110B
NT2/D1 cell	2/8	0.22938962279287892	0.9999961489507013	0	0	2.5920398009950247	3.816346544022965	SOX3;SRY
Uropygial gland	2/8	0.22938962279287892	0.9999961489507013	0	0	2.5920398009950247	3.816346544022965	MC4R;MC5R
WISH cell	2/8	0.22938962279287892	0.9999961489507013	0	0	2.5920398009950247	3.816346544022965	IFNA7;IFNA6
Nasal lavage fluid	4/22	0.23717951478269597	0.9999961489507013	0	0	1.728373364577231	2.4870220748413585	HRH1;C2CD4B;RNASE3;RNASE2
Lateral root primordium	3/15	0.24020993710002955	0.9999961489507013	0	0	1.9442248572683356	2.7729351490426564	ARL14;ACTBL2;PLAC1
Oligodendrocyte	3/15	0.24020993710002955	0.9999961489507013	0	0	1.9442248572683356	2.7729351490426564	GJC2;OMG;POU3F1
Neural stem cell	16/116	0.2458307055211989	0.9999961489507013	0	0	1.2452296819787987	1.7471969198583064	FOXG1;NOG;OLIG1;OLIG2;ASCL1;POU3F2;FUT4;POU3F4;SOX2;NEUROD1;ATOH7;SOX3;SOX1;TRIM32;NEUROG1;NEUROG2
Supporting cell	5/30	0.2524325945416267	0.9999961489507013	0	0	1.5556043956043957	2.1414621509730427	SOX2;GJB2;OMP;GJB6;ATOH1
F-9 cell	4/23	0.26327347911387783	0.9999961489507013	0	0	1.6373138470076773	2.185096748191789	CLDN6;JUN;ZFP42;FUT4
Olfactory organ	3/16	0.27246992896538147	0.9999961489507013	0	0	1.7945677510894902	2.333345485268501	OR1A1;OMP;OR1G1
Periderm	3/16	0.27246992896538147	0.9999961489507013	0	0	1.7945677510894902	2.333345485268501	KPRP;PYDC1;KRTAP1-3
BW-5147 cell	2/9	0.27395645761184106	0.9999961489507013	0	0	2.2216229775492287	2.876526548655489	HIST1H2BI;HIST2H2BE
KB cell	2/9	0.27395645761184106	0.9999961489507013	0	0	2.2216229775492287	2.876526548655489	LRRC8D;DNAJB7
MDBK cell	2/9	0.27395645761184106	0.9999961489507013	0	0	2.2216229775492287	2.876526548655489	IFNA7;IFNA8
Olfactory receptor neuron	2/9	0.27395645761184106	0.9999961489507013	0	0	2.2216229775492287	2.876526548655489	BEX1;OR2J2
SW-48 cell	2/9	0.27395645761184106	0.9999961489507013	0	0	2.2216229775492287	2.876526548655489	TGIF2LX;ZNF518B
a24	2/9	0.27395645761184106	0.9999961489507013	0	0	2.2216229775492287	2.876526548655489	MRGPRX3;MAGEA1
Neuro-2a cell	5/31	0.2751237854473029	0.9999961489507013	0	0	1.4956889264581572	1.9302376428960226	PRNP;GPRIN1;GPR171;CEND1;HIST1H2BH
Amnion	4/24	0.2898626908395185	0.9999961489507013	0	0	1.555360281195079	1.9260772126067027	SOX2;IFNA1;IFNB1;IFNA2
Neurula	4/24	0.2898626908395185	0.9999961489507013	0	0	1.555360281195079	1.9260772126067027	FOXB2;FOXD3;NOG;CDC42EP2
Aerial part	3/17	0.30513764641990754	0.9999961489507013	0	0	1.666290231507623	1.9778736817671294	CHRM2;TAS2R31;RNASE3
Egg white	3/17	0.30513764641990754	0.9999961489507013	0	0	1.666290231507623	1.9778736817671294	TIGD2;RNASE1;HIST2H2BE
Pectoral fin	3/17	0.30513764641990754	0.9999961489507013	0	0	1.666290231507623	1.9778736817671294	BHLHA9;FIBIN;KRTAP1-1
Mantle cell lymphoma cell	4/25	0.3167880908946744	0.9999961489507013	0	0	1.4812118168884425	1.7026858836292502	ZNF280A;HILPDA;SOX11;SOX12
Germ layer	2/10	0.3183808952797377	0.9999961489507013	0	0	1.9438103599648815	2.224704231405078	SOX2;FUT4
Head and neck cancer cell	2/10	0.3183808952797377	0.9999961489507013	0	0	1.9438103599648815	2.224704231405078	MTRNR2L5;MTRNR2L4
Mast cell line	2/10	0.3183808952797377	0.9999961489507013	0	0	1.9438103599648815	2.224704231405078	MRGPRX2;MRGPRX1
Nthy-ori 3-1 cell	2/10	0.3183808952797377	0.9999961489507013	0	0	1.9438103599648815	2.224704231405078	TAS2R42;TAS2R38
Primitive endoderm	2/10	0.3183808952797377	0.9999961489507013	0	0	1.9438103599648815	2.224704231405078	DCAF12L1;PRR15
Sapling	2/10	0.3183808952797377	0.9999961489507013	0	0	1.9438103599648815	2.224704231405078	CHRM2;MAS1L
Lens epithelium	3/18	0.33794235915573184	0.9999961489507013	0	0	1.5551163812033377	1.6871145555778422	HRH1;KCNS3;CHRM5
Biofilm	6/42	0.3442988487972958	0.9999961489507013	0	0	1.29610085019056	1.3819613779487314	SERTAD3;RNASE7;LCE6A;TAS2R38;CDR1;TLR2
Taste bud	6/42	0.3442988487972958	0.9999961489507013	0	0	1.29610085019056	1.3819613779487314	TAS2R30;TAS2R46;FFAR1;TAS2R16;TAS2R38;ASCL1
Tooth bud	2/11	0.36211641066689326	0.9999961489507013	0	0	1.7277338796215003	1.7550140070096134	FLRT2;SPRY3
el2	2/11	0.36211641066689326	0.9999961489507013	0	0	1.7277338796215003	1.7550140070096134	CHRM5;P2RY1
hutu80	2/11	0.36211641066689326	0.9999961489507013	0	0	1.7277338796215003	1.7550140070096134	TAS2R38;CGGBP1
Gill arch	3/19	0.3706422081319953	0.9999961489507013	0	0	1.4578392621870884	1.4469318258514425	NEUROD1;NEUROG1;NEUROG2
Hallux	3/19	0.3706422081319953	0.9999961489507013	0	0	1.4578392621870884	1.4469318258514425	MRGPRX3;NAA11;AMIGO2
NG-108-15 cell	3/19	0.3706422081319953	0.9999961489507013	0	0	1.4578392621870884	1.4469318258514425	P2RY2;AGTR2;ADRA2B
Psmb	3/19	0.3706422081319953	0.9999961489507013	0	0	1.4578392621870884	1.4469318258514425	PSMB11;C1GALT1C1;ASPRV1
Bladder wall	4/27	0.3710536046553836	0.9999961489507013	0	0	1.352257965920379	1.3406403659725628	GJC1;GJA1;BHLHE22;SLC18A3
Germ cell	32/264	0.3835431670116036	0.9999961489507013	0	0	1.0730150938765493	1.0282736949432616	HIST2H2AA3;HIST1H1T;CSTF2T;FUT4;HIST2H2AC;SOX2;HIST2H4A;GJA1;HIST2H4B;PGK2;SRY;HIST1H1A;NANOS1;NANOS2;HIST1H4K;HIST1H4L;H2AFX;FOXL2;HSPA2;HIST2H2BE;HIST1H4A;RBMXL2;HIST1H4B;HIST4H4;HIST1H4H;HIST1H4I;HIST1H4J;HIST1H4C;HIST1H4D;HIST1H2BA;HIST1H4E;HIST1H4F
Mantle	4/28	0.39812153111383036	0.9999961489507013	0	0	1.2958406561218512	1.1934666082263803	SPN;HYLS1;SOX11;SOWAHA
HGC-27 cell	2/12	0.4047428394455092	0.9999961489507013	0	0	1.5548726953467955	1.4063876051190674	GPR34;TNFAIP8L2
Ovarian surface epithelium	2/12	0.4047428394455092	0.9999961489507013	0	0	1.5548726953467955	1.4063876051190674	PRR15L;FOXD4L4
Ovotestis	2/12	0.4047428394455092	0.9999961489507013	0	0	1.5548726953467955	1.4063876051190674	FOXL2;SRY
Thymic epithelium	2/12	0.4047428394455092	0.9999961489507013	0	0	1.5548726953467955	1.4063876051190674	PSMB11;ADAT3
b12	2/12	0.4047428394455092	0.9999961489507013	0	0	1.5548726953467955	1.4063876051190674	ERVW-1;CCR5
bl20	2/12	0.4047428394455092	0.9999961489507013	0	0	1.5548726953467955	1.4063876051190674	SP6;MTRNR2L7
Coronary artery	4/29	0.4249828024227573	0.9999961489507013	0	0	1.2439367311072056	1.0644448406429048	ARMCX1;HILPDA;CSTF2T;EXO5
Vagus nerve	4/29	0.4249828024227573	0.9999961489507013	0	0	1.2439367311072056	1.0644448406429048	MC4R;HTR1A;CRH;SLC18A3
Extraembryonic tissue	3/21	0.43490392373740433	0.9999961489507013	0	0	1.2957107304933393	1.0788478033788835	ERICH1;PHLDA2;FUT4
Pancreatic beta cell line	3/21	0.43490392373740433	0.9999961489507013	0	0	1.2957107304933393	1.0788478033788835	KCNJ11;GPR119;FFAR1
Spikelet	3/21	0.43490392373740433	0.9999961489507013	0	0	1.2957107304933393	1.0788478033788835	RNASE8;ACTL7B;TOB1
Chronic myeloid leukemia cell	2/13	0.4459446899986423	0.9999961489507013	0	0	1.413440817303855	1.1414387584524328	FOXD3;MAGEC2
Basophil	2/13	0.4459446899986423	0.9999961489507013	0	0	1.413440817303855	1.1414387584524328	PTGDR2;RNASE3
CACO-2 cell	2/13	0.4459446899986423	0.9999961489507013	0	0	1.413440817303855	1.1414387584524328	TOB2;C19ORF48
Corpus striatum	2/13	0.4459446899986423	0.9999961489507013	0	0	1.413440817303855	1.1414387584524328	GPR88;SLITRK5
Crown gall	2/13	0.4459446899986423	0.9999961489507013	0	0	1.413440817303855	1.1414387584524328	MAS1;FOXL2
Gastric epithelium cell line	2/13	0.4459446899986423	0.9999961489507013	0	0	1.413440817303855	1.1414387584524328	TCEAL7;OR2D2
Schistosomulum	2/13	0.4459446899986423	0.9999961489507013	0	0	1.413440817303855	1.1414387584524328	F8A1;F8A3
Sebum	2/13	0.4459446899986423	0.9999961489507013	0	0	1.413440817303855	1.1414387584524328	MC5R;SOCS5
Parotid gland	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	SPRR3
Alate adult	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	GP9
Basal cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	OMP
C-127 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	LRRC8D
CHO-K1 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	SSTR4
Corpus luteum	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	PRSS35
Crfk	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	MAGEB16
Df	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	CEMP1
EC-9706 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	FOXQ1
EHEB cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	PEX2
HSC-4 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	DNAJB7
HT-22 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	GPR12
Hairy cell leukemia cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	IFNA1
Inflammatory cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	RNASE3
Interrenal cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	MC5R
KB-3-1 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	C19ORF48
LS-174T cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	CHST5
MCF-10A cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	CALML5
Melanoblast	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	POU3F2
Neural stem cell line	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	OR6A2
Neuroendocrine tumor cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	BEX1
Occipital pole	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	GPR61
Oral cell line	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	LDOC1
Oviductal fluid	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	SPACA4
PLC-PRF-5 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	DUSP21
Pulvinar	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	SDHAF1
RL cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	GPR61
SAS cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	DNAJB7
SK-N-BE(2) cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	LRRN3
SNU-16 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	KLHL9
Stratum granulosum	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	CALML3
Tek	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	IFNA13
Thymic medulla	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	PSMB11
Velum	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	SMCP
WIL-2 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	RNASE13
Yoshida sarcoma cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	PRPS1L1
ac2	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	AKAP5
beta-TC3 cell	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	MAFA
d2	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	GCNT3
dg2	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	C3ORF18
gk1.5	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	HIST2H2BE
messa/dx5	1/5	0.4540647811540928	0.9999961489507013	0	0	1.9433962264150944	1.5343412516865655	RAB6C
