Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Natural Killer Cell Activation Involved In Immune Response (GO:0002323)	16/22	3.282236504063051E-12	7.265678079448663E-10	0	0	24.50042495325514	647.8523904148085	IFNA5;IFNA4;IFNA7;IFNA14;IFNA6;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;IFNA10;IFNA21
Response To dsRNA (GO:0043331)	16/25	6.72496761112962E-11	1.3646080110917187E-8	0	0	16.33089693467052	382.51221210986586	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA16;IFNB1;IFNA17;IFNA2;TICAM1;IFNA8;IFNW1;IFNE;IFNK;IFNA21;IFNA10
T Cell Activation Involved In Immune Response (GO:0002286)	16/27	3.537947464380999E-10	6.626847750590564E-8	0	0	13.36015947336702	290.7478543964454	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;IFNA21;IFNA10
Response To Exogenous dsRNA (GO:0043330)	18/35	6.572852753902217E-10	1.143206889696564E-7	0	0	9.732096207548869	205.76476593322275	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;TICAM1;IFNA8;IFNW1;IFNE;IFNK;ZCCHC3;IFNA21;IFNA10
B Cell Proliferation (GO:0042100)	16/31	5.5444248331124565E-9	9.000449645752555E-7	0	0	9.795274519802822	186.2128012832671	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;IFNA21;IFNA10
G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)	20/50	1.8330234538020926E-8	2.78963256875506E-6	0	0	6.1294498381877025	109.19439572125769	CHRM2;CCR1;CHRM3;CHRM1;XCR1;OR10J5;HTR1E;HTR1F;CHRM4;CHRM5;HTR1D;HTR1A;HTR1B;MC3R;MC2R;MC1R;CNR2;MC5R;AGTR2;DRD1
Sensory Organ Development (GO:0007423)	23/70	1.2186453739645224E-7	1.7455302856491836E-5	0	0	4.501927306779328	71.67228432200852	FOXE3;FOXC1;OLIG3;OLIG1;BHLHA15;OLIG2;BHLHE22;ASCL1;BHLHE23;ASCL2;SOX2;ATOH7;NEUROD1;SOX3;NEUROD2;MAFB;SCO2;NEUROD6;MAB21L1;BLOC1S3;MAB21L2;ATOH1;NEUROG3
Type I Interferon-Mediated Signaling Pathway (GO:0060337)	16/37	1.332949850602532E-7	1.8031849367873138E-5	0	0	6.994293484859522	110.72457048719608	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;IFNA21;IFNA10
Cellular Response To Type I Interferon (GO:0071357)	16/38	2.0912877950850714E-7	2.5461428905160742E-5	0	0	6.676000185434147	102.67898982994197	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;IFNA21;IFNA10
Lymphocyte Proliferation (GO:0046651)	16/38	2.0912877950850714E-7	2.5461428905160742E-5	0	0	6.676000185434147	102.67898982994197	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;IFNA21;IFNA10
Natural Killer Cell Activation (GO:0030101)	17/45	5.663124367557954E-7	6.566527540477913E-5	0	0	5.574252915451895	80.1807223035082	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;NFIL3;IFNE;IFNK;IFNA21;IFNA10
Gap Junction Assembly (GO:0016264)	6/6	9.26504783963499E-7	9.920050545084638E-5	0	0	108138.0	1502236.5106321815	GJC1;GJB2;GJB1;GJD3;GJA5;GJB6
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	24/83	9.370068276671321E-7	9.920050545084638E-5	0	0	3.741623057095993	51.93588046851769	CHRM2;P2RY12;CHRM1;GPR32;C5AR2;GPR33;GPR55;GPR20;FPR3;GPR4;FPR2;LPAR4;LTB4R;ADRA2A;GPR174;MC3R;P2RY4;LPAR6;CXCR2;P2RY1;C3AR1;DRD1;GPR18;DRD5
Interferon-Mediated Signaling Pathway (GO:0140888)	16/49	1.0962087755820078E-5	0.0011121951535592455	0	0	4.447947089456523	50.800305305806795	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;IFNA10;IFNA21
B Cell Differentiation (GO:0030183)	19/68	2.135967885387486E-5	0.0020804327203674117	0	0	3.5595047007567073	38.278933410116274	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;CEBPG;IFNA8;IFNW1;IFNE;IFNK;RAG2;RAG1;IFNA10;IFNA21
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	16/52	2.5470016609259593E-5	0.0023853650170595044	0	0	4.076604906793586	43.12236183160617	CHRM2;P2RY12;CHRM3;CHRM1;PSAPL1;HTR1E;HTR1F;CHRM4;CHRM5;HTR1D;HTR1A;HTR1B;AKAP5;FPR2;ADRA2A;OXER1
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	8/15	3.057042150239038E-5	0.0027569991243822436	0	0	10.456939708336357	108.70488285862949	ADRB1;ADRB2;DRD1;ADRA2C;GPR101;ADRA2B;ADRA2A;DRD5
Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway (GO:0007198)	5/6	5.1735289564412967E-5	0.004499122503190913	0	0	45.6947261663286	450.9781790434189	HTR1E;HTR1F;HTR1D;HTR1A;HTR1B
Lymphocyte Differentiation (GO:0030098)	22/91	5.827803498306231E-5	0.004893345351164025	0	0	2.928114459394344	28.549951352690236	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;CEBPG;RHOH;IFNA8;IFNW1;NFIL3;IFNE;IFNK;RAG2;SOX4;RAG1;IFNA10;IFNA21
Cellular Response To Virus (GO:0098586)	17/64	1.1441915181527844E-4	0.009287021155673434	0	0	3.3173252279635257	30.106856438776816	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;PYDC5;IFNA10;IFNA21
Adrenergic Receptor Signaling Pathway (GO:0071875)	8/18	1.5836928731239214E-4	0.012439652084054028	0	0	7.318638902996445	64.04234246172527	ADRB1;ADRB2;DRD1;ADRA2C;GPR101;ADRA2B;ADRA2A;DRD5
Synapse Assembly (GO:0007416)	17/71	4.4077309645963703E-4	0.033540077808725505	0	0	2.8861772486772486	22.301434845089396	FZD5;LRRC4;PCDHB14;PCDHB13;PCDHB11;PCDHB10;PCDHB2;FLRT3;SLITRK1;PCDHB16;SLITRK6;PCDHB6;PCDHB5;PCDHB4;DRD1;PCDHB3;PCDHB9
Protein Deubiquitination (GO:0016579)	23/112	5.339699958602513E-4	0.039400513330900354	0	0	2.371867560636206	17.872427440796425	USP17L18;USP26;USP27X;USP17L17;USP17L19;OTUD6A;USP17L21;USP17L20;USP17L12;USP17L2;USP17L22;USP17L11;USP17L3;USP29;USP17L24;USP17L1;USP17L13;USP17L7;USP17L4;USP17L5;USP17L8;USP51;OTUD1
B Cell Activation (GO:0042113)	20/92	5.615188060672548E-4	0.040214655669816635	0	0	2.547975926872197	19.071256579377128	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;CEBPG;IFNA8;IFNW1;IFNE;GPR183;IFNK;RAG2;RAG1;IFNA10;IFNA21
Axon Development (GO:0061564)	21/99	5.84570815181692E-4	0.040669426713354856	0	0	2.4700133710869907	18.3883421370701	OLIG3;AMIGO1;OLIG1;BHLHA15;BHLHE22;OLIG2;BHLHE23;NEUROD1;ATOH7;NEUROD2;NEUROD4;SLITRK2;NEUROD6;SLITRK1;SLITRK4;SLITRK3;SLITRK6;SLITRK5;ATOH1;CDK5R1;NEUROG3
Neuropeptide Signaling Pathway (GO:0007218)	16/68	7.883394610676021E-4	0.052257490728618544	0	0	2.819754442395952	20.148785947108536	PTGDR2;RXFP4;SSTR1;GPR84;SSTR2;QRFP;SSTR3;LTB4R;SSTR4;RXFP3;SSTR5;CYSLTR1;CYSLTR2;LTB4R2;NPBWR1;NPBWR2
Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)	9/27	7.940563272931771E-4	0.052257490728618544	0	0	4.574441056910569	32.65398948827117	GPR174;LPAR6;GPR55;C3AR1;GPR20;GPR4;LPAR4;DRD1;GPR18
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)	11/38	8.266131701889085E-4	0.052517762704258675	0	0	3.7292490863192795	26.47085787121422	PCDHB2;PCDHB16;PCDHB6;PCDHB14;PCDHB5;PCDHB13;PCDHB4;PCDHB3;PCDHB11;PCDHB10;PCDHB9
G Protein-Coupled Serotonin Receptor Signaling Pathway (GO:0098664)	5/9	8.411469180558884E-4	0.052517762704258675	0	0	11.421779918864097	80.87470212856891	HTR1E;HTR1F;HTR1D;HTR1A;HTR1B
Cell Junction Assembly (GO:0034329)	20/95	8.635555393771457E-4	0.052568943459583746	0	0	2.4456481008346107	17.252707976401517	FZD5;PCDHB14;PCDHB13;PCDHB11;GRHL2;PCDHB10;GJC1;CLDN5;PCDHB2;FLRT3;SLITRK1;GJA4;PCDHB16;SLITRK6;PCDHB6;PCDHB5;PCDHB4;DRD1;PCDHB3;PCDHB9
Neuron Fate Commitment (GO:0048663)	7/18	0.001086755930434761	0.06454269977094251	0	0	5.818366405168436	39.70778034179346	ATOH7;BHLHA15;BHLHE22;BHLHE23;EPOP;POU3F2;ATOH1
Cellular Response To Bacterial Lipopeptide (GO:0071221)	4/6	0.001212022488529795	0.07026844665642978	0	0	18.267612772427775	122.67551122213017	TLR1;TLR10;TLR6;TLR2
Negative Regulation Of Inclusion Body Assembly (GO:0090084)	5/10	0.0015454661390347465	0.08751651275696762	0	0	9.136916835699797	59.13805194885476	IFNB1;DNAJB8;HSPA2;HSPA1B;HSPA1A
Regulation Of Pseudopodium Assembly (GO:0031272)	5/11	0.002603533423549625	0.13222149384472284	0	0	7.613674780256931	45.308108736038974	CDC42EP5;CDC42EP4;CDC42EP3;C15ORF62;CDC42EP2
Complement Receptor Mediated Signaling Pathway (GO:0002430)	5/11	0.002603533423549625	0.13222149384472284	0	0	7.613674780256931	45.308108736038974	C5AR2;GPR32;GPR33;FPR3;FPR2
Positive Regulation Of Pseudopodium Assembly (GO:0031274)	5/11	0.002603533423549625	0.13222149384472284	0	0	7.613674780256931	45.308108736038974	CDC42EP5;CDC42EP4;CDC42EP3;C15ORF62;CDC42EP2
Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007197)	4/7	0.0026064195911896086	0.13222149384472284	0	0	12.177732725122487	72.45480386579224	CHRM2;CHRM3;CHRM4;CHRM5
Atrial Cardiac Muscle Cell To AV Node Cell Signaling (GO:0086026)	4/7	0.0026064195911896086	0.13222149384472284	0	0	12.177732725122487	72.45480386579224	GJC1;GJA1;KCNE5;KCNA5
Protein Modification By Small Protein Removal (GO:0070646)	21/114	0.0037108049775676256	0.1844042881709626	0	0	2.0698924731182795	11.584166578295456	USP17L18;USP26;USP27X;USP17L17;USP17L19;USP17L21;USP17L20;USP17L12;USP17L2;USP17L22;USP17L11;USP17L3;USP29;USP17L24;USP17L1;USP17L13;USP17L7;USP17L4;USP17L5;USP17L8;USP51
Synaptic Membrane Adhesion (GO:0099560)	5/12	0.004102183683539891	0.1997763453883927	0	0	6.525644740654883	35.86648251127306	SLITRK2;SLITRK1;SLITRK3;LRRC4;LRRC4C
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213)	6/17	0.004386145273844522	0.2094169361139492	0	0	4.984640929846409	27.06313346800317	CHRM2;CHRM3;CHRM1;CHRM4;CHRM5;CDK5R1
Regulation Of Monoatomic Ion Transport (GO:0043269)	8/28	0.004581824502146421	0.21455274351397183	0	0	3.6572879634332147	19.69690216857396	KCNJ4;CHRM1;KCNJ10;KCNJ11;KCNJ12;HTR1A;KCNJ15;KCNJ2
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	17/89	0.0058669741755475405	0.2695487191973257	0	0	2.162464569160998	11.111643083725387	IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;IFNA8;IFNW1;IFNE;IFNK;SPRY2;IFNA10;IFNA21
Negative Regulation Of Protein Maturation (GO:1903318)	4/9	0.007977554576173438	0.35972861838856157	0	0	7.3058286872782565	35.295359624839385	PRNP;GAS1;USP17L2;MAGEA3
Cellular Heat Acclimation (GO:0070370)	3/5	0.008273749910429416	0.35976037556956475	0	0	13.693768996960486	65.6570683044155	HSPA6;HSPA1B;HSPA1A
Heat Acclimation (GO:0010286)	3/5	0.008273749910429416	0.35976037556956475	0	0	13.693768996960486	65.6570683044155	HSPA6;HSPA1B;HSPA1A
Defense Response To Gram-positive Bacterium (GO:0050830)	16/85	0.008514513681562549	0.361797535715871	0	0	2.1230221197407415	10.118287500395196	RNASE11;RNASE10;RNASE6;RNASE13;RNASE3;RNASE12;RNASE2;RNASE1;MPEG1;LCE3C;LCE3A;LCE3B;RNASE8;RNASE7;SPRR2A;TLR2
tRNA 5'-End Processing (GO:0099116)	5/14	0.008766346861288044	0.361797535715871	0	0	5.074938021185486	24.03914459390243	POP7;TRMT10C;RPP25;RPP25L;RPP38
Glucosamine-Containing Compound Metabolic Process (GO:1901071)	5/14	0.008766346861288044	0.361797535715871	0	0	5.074938021185486	24.03914459390243	CHST6;CHST7;CHST4;CHST5;CHST2
N-acetylglucosamine Metabolic Process (GO:0006044)	5/15	0.012095105393265965	0.48172257016068964	0	0	4.567190669371197	20.163938638067208	CHST6;CHST7;CHST4;CHST5;CHST2
Dendritic Cell Chemotaxis (GO:0002407)	5/15	0.012095105393265965	0.48172257016068964	0	0	4.567190669371197	20.163938638067208	CCR1;CXCR1;GPR183;CXCR2;CCR5
Regulation Of Inclusion Body Assembly (GO:0090083)	4/10	0.012265626016411811	0.48172257016068964	0	0	6.087852677817199	26.792363013352773	DNAJB8;HSPA2;HSPA1B;HSPA1A
AV Node Cell To Bundle Of His Cell Communication (GO:0086067)	3/6	0.015335501167640516	0.5491462550471273	0	0	9.128672745694022	38.135804512575284	GJC1;GJD3;GJA5
Regulation Of Lens Fiber Cell Differentiation (GO:1902746)	3/6	0.015335501167640516	0.5491462550471273	0	0	9.128672745694022	38.135804512575284	FOXE3;SPRY2;SPRY1
Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432)	3/6	0.015335501167640516	0.5491462550471273	0	0	9.128672745694022	38.135804512575284	ZNRF4;HSPA1B;HSPA1A
Negative Regulation Of Type 2 Immune Response (GO:0002829)	3/6	0.015335501167640516	0.5491462550471273	0	0	9.128672745694022	38.135804512575284	IFNB1;IFNA2;SOCS5
Noradrenergic Neuron Differentiation (GO:0003357)	3/6	0.015335501167640516	0.5491462550471273	0	0	9.128672745694022	38.135804512575284	SOX11;INSM1;SOX4
Positive Regulation Of cAMP-mediated Signaling (GO:0043950)	3/6	0.015335501167640516	0.5491462550471273	0	0	9.128672745694022	38.135804512575284	OR51E2;GPR61;GPR62
Acetylcholine Receptor Signaling Pathway (GO:0095500)	6/22	0.017220958133425814	0.5990433293555979	0	0	3.4259893455098935	13.915094735794481	CHRM2;CHRM3;CHRM1;CHRM4;CHRM5;CDK5R1
Protein Peptidyl-Prolyl Isomerization (GO:0000413)	6/22	0.017220958133425814	0.5990433293555979	0	0	3.4259893455098935	13.915094735794481	PPIAL4A;PPIAL4C;PPIAL4E;PPIAL4D;PPIAL4G;PPIAL4F
Regulation Of Leukocyte Tethering Or Rolling (GO:1903236)	4/11	0.017786835084914934	0.6059397387891953	0	0	5.217869813916443	21.024345608132133	FUT9;ENC1;CHST4;CHST2
Synapse Organization (GO:0050808)	21/131	0.017916903980625076	0.6059397387891953	0	0	1.7483407696597881	7.031845204666998	FZD5;LRRC4;PCDHB14;PCDHB13;PCDHB11;ELFN1;PCDHB10;PCDHB2;SLITRK2;FLRT3;SLITRK1;SLITRK3;PCDHB16;PCDHB6;SLITRK6;PCDHB5;PCDHB4;DRD1;PCDHB3;LRRC4C;PCDHB9
Positive Regulation Of Nervous System Development (GO:0051962)	10/49	0.019854256214112475	0.6622618339912859	0	0	2.3443223443223444	9.188189013301445	RASSF10;SLITRK2;SLITRK1;GPER1;SLITRK4;SLITRK3;SLITRK6;SLITRK5;SOX11;TRIM32
Integrated Stress Response Signaling (GO:0140467)	7/29	0.02032091439158216	0.6686679262635481	0	0	2.907406552838025	11.327560212335575	CEBPA;CEBPB;JUN;MAFB;CEBPD;CEBPG;JUNB
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)	6/23	0.021397760486110792	0.6947139571157305	0	0	3.2242814934192854	12.395650289389696	C5AR2;GPR32;GPR33;C3AR1;FPR3;FPR2
T Cell Activation (GO:0042110)	18/111	0.024257843311459724	0.7573561139380113	0	0	1.7714765597984488	6.5881483911621475	IFNA5;IFNA4;IFNA7;IFNA14;IFNA6;IFNA1;IFNA16;IFNB1;IFNA17;IFNA2;RHOH;IFNA8;IFNW1;IFNE;IFNK;SOX4;IFNA10;IFNA21
