ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8098368	0.0000454	7.64e-08	11.8661743	8.60481	3.78551921	ADAM29	ADAM metallopeptidase domain 29
7952313	0.0000456	7.81e-08	-11.8427813	8.58464	-2.19027886	MIRLET7A2	microRNA let-7a-2
8017582	0.0000468	8.16e-08	11.7947354	8.54308	1.58708079	TEX2	testis expressed 2
7978132	0.0000531	9.66e-08	11.6113978	8.38279	2.34630321	IPO4	importin 4
8139606	0.0000531	9.86e-08	11.5884492	8.36254	2.27404536	SUN3	Sad1 and UNC84 domain containing 3
8018902	0.0000531	9.87e-08	11.5879539	8.3621	3.70216286	DNAH17	dynein axonemal heavy chain 17
8000229	0.0000531	9.98e-08	11.5761493	8.35167	2.17851464	PDZD9	PDZ domain containing 9
8025035	0.0000531	1.00e-07	11.5696111	8.34589	2.52109314	ALKBH7	alkB homolog 7
7996654	0.000061	1.20e-07	11.3822987	8.1787	2.52982011	TSNAXIP1	translin associated factor X interacting protein 1
8161615	0.000061	1.22e-07	11.3630246	8.16133	2.23115243	PRKACG	protein kinase cAMP-activated catalytic subunit gamma
7906527	0.000061	1.22e-07	11.3608235	8.15935	2.19289707	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4
7907633	0.000061	1.23e-07	11.3540915	8.15327	2.39249225	TEX35	testis expressed 35
8156090	0.000061	1.25e-07	11.3351784	8.13619	2.25967789	SPATA31D5P	SPATA31 subfamily D member 5, pseudogene
8018097	0.000061	1.27e-07	11.3226973	8.1249	1.47752364	FAM104A	family with sequence similarity 104 member A
7959108	0.000061	1.28e-07	11.3088388	8.11234	2.91757161	CCDC60	coiled-coil domain containing 60
7973142	0.0000645	1.38e-07	11.2346391	8.04486	3.54085082	TPPP2	tubulin polymerization promoting protein family member 2
8019716	0.0000645	1.40e-07	11.2197659	8.03128	2.48355271	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
7975191	0.000066	1.46e-07	11.169005	7.98478	2.82167464	FAM71D	family with sequence similarity 71 member D
7950142	0.000066	1.47e-07	11.1671803	7.98311	2.82981589	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin
8061396	0.0000663	1.49e-07	11.1488089	7.96622	1.90554164	CST13P	cystatin 13, pseudogene
8132811	0.0000668	1.55e-07	11.1109751	7.93136	2.34743796	C7orf72	chromosome 7 open reading frame 72
8163107	0.0000668	1.57e-07	-11.098632	7.91996	-2.3595815	MIR32	microRNA 32
7896231	0.0000668	1.58e-07	11.0929906	7.91475	1.49555564		
8103415	0.0000668	1.58e-07	-11.0874308	7.9096	-1.48201914	FAM198B	family with sequence similarity 198 member B
8017173	0.0000668	1.61e-07	11.0682569	7.89185	2.40365454	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P1-DHX40P1///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
8161409	0.0000668	1.68e-07	11.0234652	7.85025	2.35409171	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
8014633	0.0000668	1.76e-07	10.9775358	7.80742	2.45528243	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
7927529	0.0000668	1.76e-07	10.9761376	7.80611	1.41697971	MSMB	microseminoprotein beta
8027864	0.0000668	1.77e-07	10.9698856	7.80027	3.98175664	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
8012931	0.0000668	1.78e-07	10.966635	7.79723	2.66334889	CDRT1///FBXW10	CMT1A duplicated region transcript 1///F-box and WD repeat domain containing 10
8102781	0.0000668	1.80e-07	10.955169	7.7865	1.46003707		
8006746	0.0000668	1.81e-07	10.9492173	7.78092	2.42870104	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
8093141	0.0000668	1.82e-07	10.9457679	7.77769	1.47909418	WDR53	WD repeat domain 53
7921473	0.0000668	1.83e-07	10.9401463	7.77242	1.64865268	CFAP45	cilia and flagella associated protein 45
7936793	0.0000668	1.86e-07	10.9190448	7.75261	2.77797339	C10orf120	chromosome 10 open reading frame 120
8014437	0.0000668	1.90e-07	10.8985095	7.73329	2.46674175	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
7922804	0.0000668	1.94e-07	10.8777291	7.71371	3.07582625	APOBEC4	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4
8025858	0.0000668	1.95e-07	10.8733855	7.70961	2.74517171	TSPAN16	tetraspanin 16
7999008	0.0000668	1.96e-07	10.8690805	7.70555	2.04541125	SLX4	SLX4 structure-specific endonuclease subunit
8014603	0.0000668	1.99e-07	10.8521414	7.68954	2.42840368	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
8007707	0.0000668	2.00e-07	10.8492648	7.68682	2.40936839	FAM187A///CCDC103	family with sequence similarity 187 member A///coiled-coil domain containing 103
8131381	0.0000668	2.00e-07	10.8469734	7.68465	1.91426482	ANKRD61	ankyrin repeat domain 61
7975815	0.0000668	2.00e-07	10.8457251	7.68347	1.61711139	TTLL5	tubulin tyrosine ligase like 5
8014376	0.0000668	2.02e-07	10.8366269	7.67486	2.45953921	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
8110518	0.0000668	2.03e-07	10.8341076	7.67248	3.44951575	C5orf60	chromosome 5 open reading frame 60
8074780	0.0000668	2.04e-07	10.828588	7.66725	2.54456136	YPEL1	yippee like 1
8016866	0.0000668	2.05e-07	10.822295	7.66128	3.28993079	CCDC182	coiled-coil domain containing 182
7940279	0.0000668	2.11e-07	10.79296	7.63343	2.54449175	MS4A5	membrane spanning 4-domains A5
8096568	0.0000668	2.12e-07	10.7907425	7.63132	2.70958339	C4orf17	chromosome 4 open reading frame 17
8014420	0.0000668	2.13e-07	10.7839919	7.6249	2.43599036	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
8160898	0.0000668	2.14e-07	10.7779394	7.61914	4.08321414	FAM205BP///FAM205A	transmembrane protein C9orf144B pseudogene///family with sequence similarity 205 member A
8019655	0.0000668	2.15e-07	10.7756452	7.61695	2.486108	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
7985507	0.0000678	2.23e-07	10.7380277	7.58106	2.1238645	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
8073562	0.0000678	2.27e-07	10.7183275	7.56222	1.68288346	WBP2NL	WBP2 N-terminal like
8026568	0.0000678	2.28e-07	10.7143763	7.55843	1.75947082	C19orf44	chromosome 19 open reading frame 44
8087839	0.0000678	2.35e-07	10.6824863	7.52784	1.55083332	POC1A	POC1 centriolar protein A
8080640	0.0000678	2.37e-07	10.676705	7.52229	3.12791439	SPATA12	spermatogenesis associated 12
7942489	0.0000678	2.38e-07	10.6734851	7.51919	1.75160664	DNAJB13	DnaJ heat shock protein family (Hsp40) member B13
8090567	0.0000678	2.39e-07	10.6662986	7.51228	2.31678186	EFCAB12	EF-hand calcium binding domain 12
8010946	0.0000678	2.39e-07	10.6656422	7.51165	2.56394657	GEMIN4	gem nuclear organelle associated protein 4
7898407	0.0000678	2.40e-07	10.6619317	7.50808	1.97275032	LOC100132147///LOC440570	uncharacterized LOC100132147///uncharacterized LOC440570
8014397	0.0000678	2.41e-07	10.6602244	7.50643	2.39361796	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
7992409	0.0000678	2.41e-07	10.6589913	7.50524	3.08329854	RNF151	ring finger protein 151
7966356	0.0000678	2.42e-07	10.6537685	7.50021	2.19096018	HVCN1	hydrogen voltage gated channel 1
8156521	0.000068	2.45e-07	-10.642712	7.48956	-1.49697089	MIRLET7F1	microRNA let-7f-1
7965249	0.0000689	2.50e-07	10.6206516	7.46826	2.80318836	C12orf50	chromosome 12 open reading frame 50
8139276	0.0000713	2.61e-07	10.5777108	7.42668	2.64881254	PGAM2	phosphoglycerate mutase 2
8043747	0.0000714	2.64e-07	10.5690549	7.41828	2.99179914	VWA3B	von Willebrand factor A domain containing 3B
7903490	0.0000719	2.68e-07	10.5539176	7.40357	1.91063661	NBPF6///NBPF22P///NBPF4	neuroblastoma breakpoint family member 6///neuroblastoma breakpoint family member 22, pseudogene///neuroblastoma breakpoint family member 4
7924465	0.0000723	2.74e-07	10.528955	7.37927	1.54963257	HHIPL2	HHIP like 2
7938139	0.0000723	2.75e-07	10.5277599	7.37811	2.16199304	DNHD1	dynein heavy chain domain 1
8165498	0.0000723	2.76e-07	10.5240018	7.37444	3.54484629	FAM166A	family with sequence similarity 166 member A
7929674	0.000074	2.86e-07	10.4881588	7.33943	4.28914396	C10orf62	chromosome 10 open reading frame 62
8121066	0.000074	2.88e-07	10.4808726	7.3323	1.93776939	SPACA1	sperm acrosome associated 1
8030813	0.000074	2.90e-07	10.4740073	7.32558	2.74596811	SIGLECL1	SIGLEC family like 1
7952797	0.000074	2.93e-07	10.4647683	7.31652	2.55061629	SPATA19	spermatogenesis associated 19
8138088	0.000074	2.93e-07	10.4634761	7.31525	1.63136321	FAM220A	family with sequence similarity 220 member A
8021884	0.0000753	3.01e-07	10.4379603	7.2902	1.09998518	CTDP1	CTD phosphatase subunit 1
7949668	0.000076	3.10e-07	10.4084549	7.26115	2.41193125	CCDC87	coiled-coil domain containing 87
8018673	0.000076	3.13e-07	10.4006135	7.25342	2.31831879	QRICH2	glutamine rich 2
8111124	0.000076	3.15e-07	10.391943	7.24486	3.3225995	MARCH11	membrane associated ring-CH-type finger 11
8146660	0.000076	3.16e-07	10.3883204	7.24128	2.52374507	DNAJC5B	DnaJ heat shock protein family (Hsp40) member C5 beta
7918203	0.000076	3.18e-07	10.3823534	7.23539	1.90071621	NBPF6///NBPF22P///NBPF4	neuroblastoma breakpoint family member 6///neuroblastoma breakpoint family member 22, pseudogene///neuroblastoma breakpoint family member 4
8012908	0.000076	3.21e-07	10.3744819	7.2276	3.63033093	TEKT3	tektin 3
8008914	0.000076	3.22e-07	10.3721921	7.22534	2.22288843	C17orf64	chromosome 17 open reading frame 64
8017402	0.000076	3.25e-07	10.3613389	7.2146	1.64082614	STRADA	STE20-related kinase adaptor alpha
7900409	0.000076	3.28e-07	10.3534193	7.20675	2.26604621	TMCO2	transmembrane and coiled-coil domains 2
8017346	0.000076	3.29e-07	10.35045	7.20381	2.23780232	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P1-DHX40P1///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
8020123	0.000076	3.30e-07	10.3475976	7.20098	3.11040532	TXNDC2	thioredoxin domain containing 2
7903478	0.000076	3.32e-07	10.3398678	7.19331	1.98307504	NBPF6///NBPF4	neuroblastoma breakpoint family member 6///neuroblastoma breakpoint family member 4
8117869	0.000076	3.39e-07	10.3216895	7.17526	1.17036179	TRIM39-RPP21///TRIM39	TRIM39-RPP21 readthrough///tripartite motif containing 39
8177770	0.000076	3.39e-07	10.3216895	7.17526	1.17036179	TRIM39-RPP21///TRIM39	TRIM39-RPP21 readthrough///tripartite motif containing 39
8179088	0.000076	3.39e-07	10.3216895	7.17526	1.17036179	TRIM39-RPP21///TRIM39	TRIM39-RPP21 readthrough///tripartite motif containing 39
7911659	0.000076	3.40e-07	10.3180885	7.17168	2.03112071	CFAP74	cilia and flagella associated protein 74
8028341	0.0000762	3.43e-07	10.307967	7.16161	3.29254607	CATSPERG	cation channel sperm associated auxiliary subunit gamma
7958711	0.0000769	3.51e-07	10.2870404	7.14076	1.75579282	CCDC63	coiled-coil domain containing 63
7933982	0.0000769	3.53e-07	-10.2824456	7.13618	-1.12944714	PBLD	phenazine biosynthesis like protein domain containing
7998759	0.0000769	3.53e-07	10.2806627	7.1344	1.79713432	PGP	phosphoglycolate phosphatase
7966878	0.0000786	3.64e-07	10.2521017	7.10586	2.12781393	CIT	citron rho-interacting serine/threonine kinase
8035684	0.0000802	3.73e-07	10.2268041	7.08052	3.129506	TSSK6	testis specific serine kinase 6
7897044	0.000081	3.80e-07	10.2106904	7.06434	2.16506943	PRKCZ	protein kinase C zeta
8161341	0.0000812	3.83e-07	10.2022367	7.05585	2.38737639	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
8155371	0.0000827	3.94e-07	10.173865	7.02728	2.40395018	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
8161471	0.0000827	3.95e-07	10.1723559	7.02576	2.40292932	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
8066579	0.0000887	4.26e-07	10.0984205	6.95095	1.9460665	WFDC3	WAP four-disulfide core domain 3
8000924	0.0000889	4.30e-07	10.0910216	6.94344	1.95528496	ZNF689	zinc finger protein 689
8140463	0.0000891	4.33e-07	-10.0827402	6.93502	-1.74964157	FGL2	fibrinogen like 2
8078690	0.0000892	4.36e-07	10.0761064	6.92827	2.28565211	DLEC1	deleted in lung and esophageal cancer 1
7964577	0.0000899	4.45e-07	-10.0578482	6.90968	-2.13866214	PP12719	uncharacterized LOC100653022
8075616	0.0000899	4.47e-07	10.0535922	6.90534	1.34232361	SYN3	synapsin III
7941401	0.0000899	4.48e-07	10.0503943	6.90208	2.81657407	OVOL1	ovo like transcriptional repressor 1
8155383	0.0000912	4.57e-07	10.0311946	6.88248	2.40124889	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
7985963	0.0000912	4.60e-07	10.0253569	6.87651	3.07299479	TTLL13P	tubulin tyrosine ligase like 13, pseudogene
7932864	0.0000938	4.76e-07	9.9929072	6.84328	2.93402157	LYZL2	lysozyme like 2
8155349	0.0000939	4.82e-07	9.980448	6.83049	2.44763171	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
7985898	0.0000939	4.86e-07	9.9725203	6.82235	2.08571336	WDR93	WD repeat domain 93
7974895	0.0000939	4.89e-07	9.9672914	6.81697	1.56783571	LINC00643	long intergenic non-protein coding RNA 643
8080714	0.0000939	4.89e-07	-9.9667074	6.81637	-1.18265696	FLNB	filamin B
7893240	0.0000939	4.96e-07	9.9538802	6.80317	1.072996		
7937112	0.0000939	4.96e-07	9.9536168	6.8029	1.55703489	CFAP46	cilia and flagella associated protein 46
8125415	0.0000939	4.96e-07	9.9533985	6.80268	2.09233254	C6orf10	chromosome 6 open reading frame 10
8005483	0.0000953	5.07e-07	9.9340695	6.78276	2.80608254	CDRT1///FBXW10	CMT1A duplicated region transcript 1///F-box and WD repeat domain containing 10
8123893	0.0000964	5.16e-07	9.9173271	6.76548	2.26741279	MAK	male germ cell associated kinase
8164535	0.0000981	5.30e-07	9.8913402	6.73859	2.21908954	CRAT	carnitine O-acetyltransferase
8123598	0.0000981	5.30e-07	-9.8904331	6.73765	-1.66526779	SERPINB1	serpin family B member 1
8119515	0.0001019	5.54e-07	9.8490927	6.69475	3.09346071	GUCA1A	guanylate cyclase activator 1A
8043407	0.0001021	5.61e-07	9.8373858	6.68257	2.12375632	TEX37	testis expressed 37
8060205	0.0001021	5.65e-07	9.8306438	6.67555	1.68521686	PASK	PAS domain containing serine/threonine kinase
